Nigeria,0.07689,0.0615,0.06093,0.05581,NA
Reunion,0.00574,0.00569,0.00643,0.00624,NA
Rwanda,0.00059,0.00041,0.00033,0.0003,NA
Saint Helena,0,0,0,0,NA
Sao Tome and Principe,0.00004,0.00008,0.0001,0.0001,NA
Senegal,0.00316,0.00281,0.00228,0.00254,NA
Seychelles,0,0,0,0,NA
Sierra Leone,0.00018,0.00018,0.00018,0.00018,NA
Somalia,0.00011,0.00012,0.00015,0.00015,NA
South Africa,0.01615,0.0314,0.01202,0.01522,NA
Sudan,0.01248,0.01345,0.01419,0.01427,NA
Swaziland,0.00157,0.00153,0.00169,0.00197,NA
Tanzania,0.0176,0.0141,0.02457,0.0259,NA
Togo,0.00075,0.00092,0.00099,0.00091,NA
Tunisia,0.00184,0.00126,0.00089,0.00074,NA
Uganda,0.01839,0.01151,0.01382,0.01607,NA
Western Sahara,0,0,0,0,NA
Zambia,0.08793,0.09667,0.0959,0.09429,NA
Zimbabwe,0.05775,0.04207,0.04444,0.04158,NA
Asia & Oceania,8.19359,8.88236,8.87695,9.8928,NA
Afghanistan,0.00671,0.00641,0.00524,0.00512,NA
American Samoa,0,0,0,0,NA
Australia,0.17731,0.18895,0.18321,0.17397,NA
Bangladesh,0.0128,0.01364,0.01362,0.01438,NA
Bhutan,0.0262,0.04537,0.06419,0.0696,NA
Brunei,0,0,0,0,NA
Burma (Myanmar),0.02967,0.03264,0.02959,0.0393,NA
Cambodia,0.00044,0.00053,0.00056,0.00052,NA
China,3.97291,4.33916,4.32662,5.29403,NA
Cook Islands,0,0,0,0,NA
Fiji,0.00667,0.00675,0.00702,0.00651,NA
French Polynesia,0.0013,0.00146,0.00161,0.00168,NA
Guam,0,0,0,0,NA
Hawaiian Trade Zone,--,--,--,--,--
Hong Kong,0,0.00001,0.00001,0.00001,NA
India,1.08806,1.21696,1.30924,1.26272,NA
Indonesia,0.23858,0.22775,0.25097,0.27867,NA
Japan,1.04795,1.15215,1.02575,1.03365,NA
Kiribati,0,0,0,0,NA
"Korea, North",0.13,0.12393,0.12994,0.13724,NA
"Korea, South",0.04052,0.03993,0.04519,0.04285,NA
Laos,0.03135,0.03215,0.03297,0.03626,NA
Macau,0,0,0,0,NA
Malaysia,0.05134,0.06327,0.06349,0.07277,NA
Maldives,0,0,0,0,NA
Mongolia,0,0,0,0,NA
Nauru,0,0,0,0,NA
Nepal,0.02586,0.02641,0.02931,0.02998,NA
New Caledonia,0.00336,0.00283,0.00382,0.00434,NA
New Zealand,0.30458,0.30975,0.31627,0.31666,NA
Niue,0,0,0,0,NA
Pakistan,0.3055,0.31377,0.2809,0.27104,NA
Papua New Guinea,0.00882,0.00847,0.00857,0.00887,NA
Philippines,0.2809,0.30706,0.2883,0.30273,NA
Samoa,0.0005,0.00051,0.00051,0.00047,NA
Singapore,0,0,0,0,NA
Solomon Islands,0,0,0,0,NA
Sri Lanka,0.03422,0.03822,0.03868,0.04047,NA
Taiwan,0.07135,0.07417,0.08205,0.08045,NA
Thailand,0.08801,0.10953,0.1188,0.11483,NA
Timor-Leste (East Timor),0,0,0,0,NA
Tonga,0,0,0,0,NA
U.S. Pacific Islands,0.00018,0.00018,0.00018,0.00018,NA
Vanuatu,0,0,0,0,NA
Vietnam,0.20852,0.2004,0.22033,0.2535,NA
Wake Island,0,0,0,0,NA
World,33.37508,34.56214,34.9721,36.78357,NA
